codigo;estado;asignado;fechaUso
GU247-00I6;;;
GU247-00V9;;;
GU247-00X2;;;
GU247-01I3;;;
GU247-01M1;;;
GU247-01V9;;;
GU247-01W1;;;
GU247-01X1;;;
GU247-01Z5;;;
GU247-02I6;;;
GU247-02M1;;;
GU247-02R1;;;
GU247-02V7;;;
GU247-02X7;;;
GU247-02Z1;;;
GU247-03I9;;;
GU247-03R2;;;
GU247-03V3;;;
GU247-03W4;;;
GU247-03Z7;;;
GU247-04I4;;;
GU247-04M4;;;
GU247-04W3;;;
GU247-05I7;;;
GU247-05R3;;;
GU247-05W4;;;
GU247-05X3;;;
GU247-05Z1;;;
GU247-06I6;;;
GU247-06M7;;;
GU247-06W2;;;
GU247-06X8;;;
GU247-06Z4;;;
GU247-07M6;;;
GU247-07V4;;;
GU247-07W9;;;
GU247-07Z1;;;
GU247-08I7;;;
GU247-08R1;;;
GU247-08V3;;;
GU247-08W4;;;
GU247-08X4;;;
GU247-09I5;;;
GU247-09M3;;;
GU247-09V2;;;
GU247-09W9;;;
GU247-09X4;;;
GU247-10V9;;;
GU247-11R5;;;
GU247-11X3;;;
GU247-11Z8;;;
GU247-12R5;;;
GU247-12X9;;;
GU247-13I5;;;
GU247-13R4;;;
GU247-13W4;;;
GU247-13Z1;;;
GU247-14M4;;;
GU247-14R1;;;
GU247-14W7;;;
GU247-14Z9;;;
GU247-15V2;;;
GU247-15X6;;;
GU247-16I7;;;
GU247-16M5;;;
GU247-16V7;;;
GU247-16X3;;;
GU247-16Z2;;;
GU247-17M3;;;
GU247-17R3;;;
GU247-17V9;;;
GU247-17W6;;;
GU247-17X4;;;
GU247-17Z3;;;
GU247-18M2;;;
GU247-18V6;;;
GU247-18W6;;;
GU247-18Z1;;;
GU247-19M2;;;
GU247-19R1;;;
GU247-19V7;;;
GU247-19W3;;;
GU247-19Z1;;;
GU247-20I1;;;
GU247-20M7;;;
GU247-20R2;;;
GU247-20V8;;;
GU247-20X4;;;
GU247-20Z5;;;
GU247-21M2;;;
GU247-21R9;;;
GU247-21V4;;;
GU247-21X6;;;
GU247-21Z2;;;
GU247-22R5;;;
GU247-22V1;;;
GU247-22W2;;;
GU247-22Z8;;;
GU247-23I2;;;
GU247-23R7;;;
GU247-23V7;;;
GU247-23W6;;;
GU247-23X7;;;
GU247-24M5;;;
GU247-24R8;;;
GU247-24V9;;;
GU247-24W4;;;
GU247-24X4;;;
GU247-25Z4;;;
GU247-26R2;;;
GU247-26W4;;;
GU247-26Z8;;;
GU247-27I1;;;
GU247-27M4;;;
GU247-27W5;;;
GU247-27X3;;;
GU247-27Z8;;;
GU247-28I9;;;
GU247-28M3;;;
GU247-28R3;;;
GU247-28W1;;;
GU247-29I9;;;
GU247-29R1;;;
GU247-29W1;;;
GU247-30M1;;;
GU247-30V9;;;
GU247-30Z1;;;
GU247-31I5;;;
GU247-31M8;;;
GU247-31R8;;;
GU247-31W8;;;
GU247-32I8;;;
GU247-32M3;;;
GU247-32R8;;;
GU247-32W2;;;
GU247-33W1;;;
GU247-34I5;;;
GU247-34M6;;;
GU247-34W2;;;
GU247-34Z6;;;
GU247-35M4;;;
GU247-35R4;;;
GU247-35V7;;;
GU247-35W4;;;
GU247-35Z1;;;
GU247-36I2;;;
GU247-36R8;;;
GU247-36V8;;;
GU247-36Z5;;;
GU247-37I1;;;
GU247-37W5;;;
GU247-37X3;;;
GU247-38I6;;;
GU247-38M2;;;
GU247-38R4;;;
GU247-38W6;;;
GU247-38X7;;;
GU247-38Z9;;;
GU247-39I2;;;
GU247-39R7;;;
GU247-39V2;;;
GU247-39W4;;;
GU247-40I3;;;
GU247-40M7;;;
GU247-40R5;;;
GU247-40V4;;;
GU247-40W2;;;
GU247-40X6;;;
GU247-40Z3;;;
GU247-41I6;;;
GU247-41M2;;;
GU247-41V9;;;
GU247-41W7;;;
GU247-42I8;;;
GU247-42Z3;;;
GU247-43I3;;;
GU247-43M5;;;
GU247-43R9;;;
GU247-43V5;;;
GU247-43X8;;;
GU247-43Z5;;;
GU247-44W1;;;
GU247-44X6;;;
GU247-44Z3;;;
GU247-45I1;;;
GU247-45W7;;;
GU247-45Z5;;;
GU247-46X3;;;
GU247-47M9;;;
GU247-47V7;;;
GU247-47W1;;;
GU247-47X4;;;
GU247-48I5;;;
GU247-48M7;;;
GU247-48V8;;;
GU247-48X6;;;
GU247-48Z5;;;
GU247-49I9;;;
GU247-50M7;;;
GU247-50R4;;;
GU247-50V3;;;
GU247-50X8;;;
GU247-51R6;;;
GU247-51Z6;;;
GU247-52M6;;;
GU247-52R5;;;
GU247-52V8;;;
GU247-52W5;;;
GU247-52X1;;;
GU247-52Z5;;;
GU247-53I3;;;
GU247-53M7;;;
GU247-53R4;;;
GU247-53V9;;;
GU247-53W8;;;
GU247-53Z6;;;
GU247-54I5;;;
GU247-54R8;;;
GU247-54X9;;;
GU247-55R2;;;
GU247-55V4;;;
GU247-55W4;;;
GU247-55Z5;;;
GU247-56I7;;;
GU247-56R8;;;
GU247-56W4;;;
GU247-56Z7;;;
GU247-57R2;;;
GU247-57W5;;;
GU247-57X4;;;
GU247-57Z6;;;
GU247-58I7;;;
GU247-58R6;;;
GU247-58V9;;;
GU247-58W1;;;
GU247-58Z7;;;
GU247-59I9;;;
GU247-59M8;;;
GU247-59W4;;;
GU247-59Z4;;;
GU247-60M1;;;
GU247-60R3;;;
GU247-60W8;;;
GU247-60X6;;;
GU247-60Z4;;;
GU247-61I2;;;
GU247-61M7;;;
GU247-61R5;;;
GU247-61V2;;;
GU247-61X6;;;
GU247-61Z7;;;
GU247-62R9;;;
GU247-62V6;;;
GU247-62W1;;;
GU247-62Z2;;;
GU247-63R6;;;
GU247-63X5;;;
GU247-63Z9;;;
GU247-64M1;;;
GU247-64R7;;;
GU247-64V6;;;
GU247-64X6;;;
GU247-65I1;;;
GU247-65V2;;;
GU247-65W4;;;
GU247-65X3;;;
GU247-66I7;;;
GU247-66M6;;;
GU247-66W5;;;
GU247-67I5;;;
GU247-67M3;;;
GU247-67W8;;;
GU247-68R2;;;
GU247-68W6;;;
GU247-68X9;;;
GU247-68Z9;;;
GU247-69M1;;;
GU247-69V8;;;
GU247-69W7;;;
GU247-69Z2;;;
GU247-70I6;;;
GU247-70M8;;;
GU247-70V5;;;
GU247-70W8;;;
GU247-70X8;;;
GU247-71I7;;;
GU247-71M7;;;
GU247-71V2;;;
GU247-71W8;;;
GU247-71X7;;;
GU247-71Z9;;;
GU247-72I7;;;
GU247-72R5;;;
GU247-72V7;;;
GU247-72W6;;;
GU247-72X7;;;
GU247-73I5;;;
GU247-73M1;;;
GU247-73W6;;;
GU247-73X3;;;
GU247-74I7;;;
GU247-74R7;;;
GU247-74X3;;;
GU247-74Z3;;;
GU247-75I8;;;
GU247-75M3;;;
GU247-75R5;;;
GU247-75W7;;;
GU247-75X2;;;
GU247-75Z1;;;
GU247-76I2;;;
GU247-76V7;;;
GU247-76Z6;;;
GU247-77M7;;;
GU247-77W5;;;
GU247-78M5;;;
GU247-78R5;;;
GU247-78V7;;;
GU247-78W2;;;
GU247-78X2;;;
GU247-78Z4;;;
GU247-79M9;;;
GU247-79R9;;;
GU247-79W4;;;
GU247-79Z6;;;
GU247-80R7;;;
GU247-80X6;;;
GU247-81I7;;;
GU247-81M8;;;
GU247-81R6;;;
GU247-81V2;;;
GU247-81W3;;;
GU247-81X9;;;
GU247-82I2;;;
GU247-82M3;;;
GU247-82V2;;;
GU247-82W4;;;
GU247-83I4;;;
GU247-83R6;;;
GU247-83V9;;;
GU247-83X3;;;
GU247-83Z3;;;
GU247-84M8;;;
GU247-84R6;;;
GU247-84W8;;;
GU247-85I5;;;
GU247-85M4;;;
GU247-85R8;;;
GU247-85Z2;;;
GU247-86I8;;;
GU247-86V1;;;
GU247-86W5;;;
GU247-87I9;;;
GU247-87V1;;;
GU247-87W4;;;
GU247-87X8;;;
GU247-87Z5;;;
GU247-88I5;;;
GU247-88M8;;;
GU247-88R9;;;
GU247-88Z4;;;
GU247-89M5;;;
GU247-89V6;;;
GU247-89W8;;;
GU247-89X9;;;
GU247-90I4;;;
GU247-90M8;;;
GU247-90V8;;;
GU247-90X1;;;
GU247-90Z6;;;
GU247-91R4;;;
GU247-91V8;;;
GU247-91X1;;;
GU247-92M7;;;
GU247-92R6;;;
GU247-92V4;;;
GU247-92Z2;;;
GU247-93V3;;;
GU247-94I1;;;
GU247-94W6;;;
GU247-94X6;;;
GU247-95R2;;;
GU247-95V2;;;
GU247-95W3;;;
GU247-95Z4;;;
GU247-96V8;;;
GU247-96W2;;;
GU247-97I4;;;
GU247-97R4;;;
GU247-97V8;;;
GU247-98M6;;;
GU247-98R1;;;
GU247-98V4;;;
GU247-98W4;;;
GU247-98Z8;;;
GU247-99M9;;;
GU247-99R6;;;
GU247-99V3;;;
GU247-99W6;;;
GU247-99Z4;;;
GU247-K1A2;;;
GU247-KEA3;;;
GU247-K0A4;;;
GU247-KXA5;;;
